Date,bitcoin,ethereum,solana,cardano,dogecoin,bitcoin_MA30,ethereum_MA30,solana_MA30,cardano_MA30,dogecoin_MA30,bitcoin_return,ethereum_return,solana_return,cardano_return,dogecoin_return,bitcoin_Vol30_return,ethereum_Vol30_return,solana_Vol30_return,cardano_Vol30_return,dogecoin_Vol30_return
2025-01-09,95016.71440989176,3325.1300293537356,197.45206766283226,0.9478995284282535,0.3424596033019549,,,,,,,,,,,,,,,
2025-01-10,92376.27578346101,3219.09284475812,185.0111350868991,0.9060582113414768,0.32123156039028333,,,,,,-0.02818262719143621,-0.03240918528181577,-0.06507984658190892,-0.045144959060084,-0.06399146918371051,,,,,
2025-01-11,94736.6267420969,3269.1759954060667,187.8201167474825,0.9316713148155308,0.3341873593343171,,,,,,0.025230501347335663,0.015438369348187543,0.015068666042749253,0.027876531069433497,0.03953955679172542,,,,,
2025-01-12,94559.55167224213,3283.591322828503,188.0632507646954,0.996136878939902,0.3414731256235199,,,,,,-0.0018708789896100513,0.004399774927659624,0.0012936675157014922,0.06690459081947316,0.021567189024303896,,,,,
2025-01-13,94454.77089638807,3264.070968533687,188.39194289058088,0.969186964876666,0.3358234445663888,,,,,,-0.0011087073737424359,-0.0059625592337037864,0.0017462487698452313,-0.027427137308475753,-0.01668342155540264,,,,,
2025-01-14,94456.3493746993,3134.5520394596483,183.11428850097792,0.9450610027794694,0.33821090679385296,,,,,,1.671133291689836e-05,-0.04048890592545145,-0.028414110021074915,-0.025208060872128197,0.007084126223456555,,,,,
2025-01-15,96574.07768799194,3224.8006483414138,187.70452520232413,0.9944214498919838,0.356394690318903,,,,,,0.022172541884869123,0.02838486011876077,0.024758566765170506,0.05091163203563122,0.05236911190779259,,,,,
2025-01-16,100313.15239828422,3447.0340476747956,205.75854800567018,1.084480992215901,0.38697448017199143,,,,,,0.03798645867029524,0.06664303109694056,0.09183433228844387,0.08669569268976492,0.08231995075686638,,,,,
2025-01-17,100044.57926776377,3309.4466139900196,211.23399374041628,1.0906700675315832,0.3776524144889539,,,,,,-0.002680937632399997,-0.04073317566022232,0.026263109803761103,0.005690723860638208,-0.02438451395163196,,,,,
2025-01-18,104160.69358484233,3477.284285084809,219.77905400813702,1.1369537229272808,0.4149142593534293,,,,,,0.04031895794904691,0.04947062197780718,0.03965624765172322,0.04156026468871506,0.09409766072171674,,,,,
2025-01-19,104334.61575724394,3309.0995676199964,262.5615764589647,1.1009310555353091,0.39642227480400194,,,,,,0.0016683561207382067,-0.04957549285452807,0.17786288976709738,-0.032196276987774664,-0.04559190129573126,,,,,
2025-01-20,101275.33714814208,3208.1365439891497,251.97488550305266,0.9917829386728937,0.3578609618648825,,,,,,-0.029760275280057365,-0.030985865743257172,-0.0411562096665375,-0.10440724338264289,-0.10233545733716409,,,,,
2025-01-21,101764.90860170545,3263.069869880814,242.47150410221352,1.0068201561876229,0.35358407263326513,,,,,,0.0048224173540825505,0.016978177469599683,-0.03844522722681383,0.015048011591642685,-0.012023249993582147,,,,,
2025-01-22,106182.2368201815,3326.0285404709143,250.3984908388754,1.0046310219001418,0.37151241373320587,,,,,,0.042491497764343925,0.019110531597732267,0.03216941759050485,-0.002176672420046237,0.049460992471906474,,,,,
2025-01-23,103673.53509537787,3237.2996671291435,256.1143343782641,0.9802503420918104,0.3632014802889421,,,,,,-0.023909956982149278,-0.02703941552138621,0.022570351233741428,-0.024567620535360823,-0.02262455635870121,,,,,
2025-01-24,104067.60991206947,3332.580893146162,253.49503131499628,0.9880340956541441,0.35227019866787745,,,,,,0.003793906973615983,0.029007500556418927,-0.010279740936397795,0.007909216767190886,-0.030559231415988503,,,,,
2025-01-25,104835.19253555956,3311.8499838687,253.62637885441316,0.9715690918885032,0.35057447566433303,,,,,,0.007348738924215794,-0.006240106016927253,0.0005180122145113102,-0.01680482186159629,-0.004825323021436372,,,,,
2025-01-26,104796.04077738234,3320.1314101789453,257.0742996969564,0.9775990304899743,0.3543296524535725,,,,,,-0.0003735298219993273,0.0024974227527333926,0.013502912273614215,0.006187211629957173,0.01065453346935075,,,,,
2025-01-27,102552.24874280207,3232.2767744705584,241.06731630326192,0.9541780430020652,0.33592378142649937,,,,,,-0.021643579796107294,-0.026817590866555212,-0.06428893174365694,-0.024249314771947424,-0.053343408197838435,,,,,
2025-01-28,101958.46953745594,3173.5346079397173,234.97914713600687,0.9331646231189152,0.33346281138571465,,,,,,-0.0058068435613526335,-0.018340787662195275,-0.02557944063283365,-0.02226865170829593,-0.007352944188179211,,,,,
2025-01-29,101313.11264498268,3076.4937692857234,226.88945614638288,0.9162358892529787,0.31904612732195853,,,,,,-0.006349722414583251,-0.031055423059781068,-0.03503385307473888,-0.018307777672117626,-0.044195656963490634,,,,,
2025-01-30,103718.97939813645,3114.4358854363104,228.6145425527223,0.9416326058959792,0.32444430413016984,,,,,,0.02346927409087364,0.012257477735662803,0.007574443512787587,0.02734133098850137,0.016778193363846953,,,,,
2025-01-31,104781.5135100103,3248.249484352305,239.04719726337646,0.9609684445044405,0.331229318699267,,,,,,0.010192237871411826,0.04206819136298123,0.04462364547120871,0.020326388799254577,0.020697055785410354,,,,,
2025-02-01,102382.39409722165,3296.390634843652,231.50782299297455,0.9425307818897108,0.3286011882787202,,,,,,-0.02316259334279779,0.014711891843201087,-0.03204734494314993,-0.019372993708798865,-0.007966119453289839,,,,,
2025-02-02,100674.78762544956,3125.0386801320924,214.46366422580272,0.8982630053120425,0.3082767330501114,,,,,,-0.01681936795001983,-0.05338146212355721,-0.07647333911158967,-0.0481056742306099,-0.06384695827519768,,,,,
2025-02-03,97568.31653024875,2862.6976188716285,202.32492853599265,0.7981056815290045,0.26495513491451017,,,,,,-0.03134258222690729,-0.08768225709623485,-0.05826536430220278,-0.11822188271309313,-0.1514373540638438,,,,,
2025-02-04,101466.8606657039,2877.8138239498767,215.95147229807475,0.8095252800415622,0.28474455087156375,,,,,,0.03917943426400582,0.005266513329898062,0.06517875498866961,0.01420698016013611,0.07203195616526235,,,,,
2025-02-05,98118.43921664466,2740.3809762760143,207.42406393975517,0.7469703594022901,0.2646612964531275,,,,,,-0.03355693688523508,-0.04893396381671836,-0.04028840138111132,-0.08042249700465211,-0.07314158371504761,,,,,
2025-02-06,96582.88682919052,2790.5521609256075,196.21787573260255,0.7332663432877611,0.2563093131836389,,,,,,-0.015773741833467855,0.018142530223057285,-0.05553966304608576,-0.018516508387075453,-0.03206591214283387,,,,,
2025-02-07,96635.41875332211,2686.662316793651,189.38932513491977,0.7039815460494513,0.24769940269332982,100179.18986721641,3182.8967334997255,220.33074120065416,0.945432682315155,0.3349477112287429,0.0005437572311544015,-0.03793983460435272,-0.03542083504969715,-0.04075685362694519,-0.03416904467023221,,,,,
2025-02-08,96558.4563096667,2623.4507017824767,192.2709679394336,0.7068603366492864,0.2466117141109805,100230.58126387556,3159.5074225806834,220.15803787654085,0.9373980425891894,0.33175278158904375,-0.0007967379680290219,-0.023809135832668096,0.015100850763791732,0.004080959929634241,-0.004400833001083766,0.022176065132267,0.03503932529044308,0.05316587624852459,0.045016668806633284,0.0538005339889703
2025-02-09,96558.23762501091,2635.6011418023404,199.70939394589394,0.7021784786978031,0.2531578984892705,100369.97999192725,3140.057699148824,220.64797983850738,0.930602051501067,0.3294836595256766,-2.264792870380776e-06,0.004620780323345424,0.037957611161969086,-0.006645487875411655,0.02619830667619383,0.0215042798732325,0.03479758353717245,0.05219520955829572,0.044519771298925634,0.053251166501168574
2025-02-10,96548.57865379585,2632.5358220552475,200.44634668796408,0.6829085131547858,0.24934929346601817,100430.37838898387,3118.83636003713,221.06885416985676,0.9223099581123755,0.3266557239967333,-0.00010003760001063435,-0.0011637207286203431,0.003683333764428168,-0.027826712800739294,-0.015158700270766573,0.021031504031494133,0.03456515979560836,0.05214239908395023,0.044110146090398775,0.05250063158650666
2025-02-11,97399.98161383197,2660.2967996436387,200.0458466193684,0.7092884772777551,0.2548535882592439,100525.05938703686,3098.059875930968,221.4682740316792,0.9127483447236371,0.32376840608459084,0.008779734461183165,0.010490122830814484,-0.0020000399947555677,0.03790142080340842,0.021834518089012732,0.021077648652206238,0.03465352987341411,0.0521477724535559,0.04265220314173154,0.05250615479545572
2025-02-12,95739.97737079239,2603.0333698049267,197.92915264031842,0.7798744439436354,0.2531467447359887,100567.89960285035,3076.0252893066763,221.78618102333712,0.9064379273592029,0.32101251609024417,-0.017190074275501493,-0.021760249703957707,-0.010637421659381504,0.09487061455022823,-0.006719877273093661,0.02133568309288685,0.034756835100347334,0.052199320575191985,0.046711046301455277,0.05249231328571448
2025-02-13,97836.18856127483,2736.2703136032396,196.60301392852935,0.7979754265851546,0.26404355183974915,100680.56090906952,3062.749231778129,222.23580520425546,0.9015350748193923,0.31854027092510734,0.021658587183590938,0.0499183480330191,-0.006722613863030414,0.022944865799075356,0.04214471932937006,0.02168354888489201,0.035708137468109226,0.0519180507603024,0.046899422213397914,0.05325716491802269
2025-02-14,96561.6639990985,2675.7090007037627,194.2631701900725,0.8102560488773543,0.2623153388562416,100680.14711943973,3044.446176856874,222.4544267038471,0.8953962281189047,0.3154042925430186,-0.013112725346795539,-0.022381401490332364,-0.011972750696854972,0.01527250421672834,-0.006566695174378778,0.021460977983998514,0.035295047512930985,0.051804829622014305,0.045857385037249836,0.05201644305186228
2025-02-15,97488.48148536457,2724.6698335873957,199.65011966060425,0.800915838420313,0.27198537773510917,100585.99142234243,3020.3673697206273,222.25081242567822,0.8859440563257184,0.31157132246178926,0.009552422973167336,0.018132866566942133,0.02735264570521769,-0.011594436527720811,0.03620094306816974,0.020323010533189557,0.032869589285146335,0.0491837292970558,0.0423199189267535,0.049822545993672605
2025-02-16,97569.95169430465,2692.8213863864253,194.4254509858272,0.7814783063035197,0.2716411696946587,100503.50383656046,2999.8131954671744,221.6905276671919,0.875637664284783,0.30803761430197935,0.0008353416189137124,-0.011757772302662657,-0.02651762869497949,-0.024568480484097387,-0.001266340240652503,0.020322835624476385,0.032290291751834725,0.04911866971143733,0.042291091550424355,0.04979922724230708
